date,close,sign,change,diff,volume,krx_0008,krx_0018,krx_0009,pgmvol,fsc_listing,fsc_sjrate,fsc_0009,gm_volume,gm_value
20221026,59400,2,1700,2.95,20824967,-6061250,-3761973,707293,4566913,2970280340,49.76,1150341,799516,46901
20221025,57700,2,200,0.35,17405678,-2113233,1867564,1352438,-550495,2964563086,49.66,1533438,931632,53918
20221024,57500,2,1600,2.86,16944503,-5166067,250571,2295965,1329731,2963580143,49.64,2246232,721303,41108
20221021,55900,2,400,0.72,11456060,-1452608,185298,-845933,1059143,2960004180,49.58,-1234833,556678,31089
20221020,55500,5,-300,-0.54,17107653,336586,263297,2897603,-1744320,2960179870,49.59,3349103,921892,51162
20221019,55800,5,-700,-1.24,12660652,1089003,81871,-705806,-233525,2958575087,49.56,-1854041,570492,32102
20221018,56500,5,-100,-0.18,14820702,1611334,1703302,841832,-2091962,2960662653,49.59,4594217,765179,43181
20221017,56600,2,300,0.53,13641878,-1275090,-3298256,559577,2044787,2958160398,49.55,156924,663682,37451
20221014,56300,2,1100,1.99,12924326,-1368884,281137,-693564,900489,2955958687,49.52,-557054,937472,52692
20221013,55200,5,-600,-1.08,13784602,273449,153742,1698953,-1103139,2955615252,49.51,1329523,698656,38814
20221012,55800,2,400,0.72,18408910,-659319,-88145,798578,-36242,2955388868,49.51,2457166,1146253,64308
20221011,55400,5,-800,-1.42,21437877,509942,-1017216,12391,261747,2952967944,49.47,150691,852666,46664
20221007,56200,5,-100,-0.18,16886813,-1050813,-593608,1235951,232136,2952555506,49.46,988853,1041378,58535
20221006,56300,2,300,0.54,14944446,-1325116,41641,2399214,-521278,2951334517,49.44,1876214,623950,35422
20221005,56000,2,800,1.45,22458970,-1539352,-1950146,4484927,-493968,2949979581,49.42,4705927,930569,52271
20221004,55200,2,2100,3.95,19148435,-4066209,-3496701,1172140,3211286,2945767622,49.34,1375166,614548,33929
20220930,53100,2,500,0.95,22503249,-1863241,-2540791,-1838703,3125197,2941181170,49.27,-1668049,465803,24460
20220929,52600,5,-300,-0.57,13882080,361194,109836,85445,-284583,2939724022,49.24,-707469,314341,16711
20220928,52900,5,-1300,-2.40,19991129,2685078,1240972,-896422,-1542298,2940716074,49.26,-804170,1018436,54071
20220927,54200,2,300,0.56,16631289,-344649,3132504,20505,-1385128,2943062542,49.30,830451,336873,18180
20220926,53900,5,-600,-1.10,15008449,-528072,5601732,671260,-2865343,2943617219,49.31,593780,505021,27181
20220923,54500,2,100,0.18,10555964,42965,-1337665,625022,312944,2945888782,49.35,979232,294327,16026
20220922,54400,5,-900,-1.63,12786510,3707458,-598733,-791720,-1231367,2944596606,49.33,-1127360,228357,12432
20220921,55300,5,-500,-0.90,11863700,3222448,371010,-2423271,-613158,2946955333,49.36,-3192271,240702,13303
20220920,55800,5,-600,-1.06,14041465,2373220,1643230,-2701116,-702692,2950760762,49.43,-2600886,87434,4909
20220919,56400,2,200,0.36,12278653,-80395,-574988,-2037252,1321515,2954064340,49.48,-1702132,215117,12136
20220916,56200,2,200,0.36,13456503,1917640,-357709,1051792,-1319169,2954444957,49.49,725442,385862,21557
20220915,56000,5,-800,-1.41,11664819,3761414,373158,-1398662,-1433528,2955038684,49.50,-1224962,915570,51526
20220914,56800,5,-1300,-2.24,12524961,1436130,-1354513,-104098,9282,2957697174,49.54,13068,220553,12501
20220913,58100,2,2500,4.50,17166581,-4502484,1897002,13862,1299592,2957674824,49.54,-177355,103558,5982
20220908,55600,5,-400,-0.71,18000016,3955419,5021629,-3058343,-2900534,2956552587,49.53,-3022799,466539,26087
20220907,56000,5,-1100,-1.93,17384854,5677741,391234,-3052877,-1550715,2962475920,49.62,-3384517,448055,25119
20220906,57100,3,0,0.00,7503086,1172502,-289577,-548228,-177180,2967411152,49.71,-436045,25143,1435
20220905,57100,5,-400,-0.70,11425977,1707434,2446820,-746235,-1742789,2968024377,49.72,-1008385,352716,20262
20220902,57500,5,-900,-1.54,15040310,5403602,944155,-1330471,-2574177,2970775551,49.76,-868739,787147,45586
20220901,58400,5,-1300,-2.18,14905777,4383721,-1693623,1607987,-2175974,2974218467,49.82,1750687,2002373,117207
20220831,59700,2,900,1.53,14203512,-894916,-5221207,11733,3058857,2974643754,49.83,159643,706488,41818
20220830,58800,2,200,0.34,9690044,2288009,1187738,-270770,-1628637,2971425254,49.77,144230,231215,13543
20220829,58600,5,-1400,-2.33,9841329,3530616,-2040860,429173,-986482,2972909661,49.80,-262157,575821,33819
20220826,60000,2,300,0.50,9499995,-977601,582120,1054978,-363603,2974158300,49.82,1227178,187212,11290
20220825,59700,2,700,1.19,5767902,-385711,-105521,767244,-171505,2973294725,49.81,379264,61985,3689
20220824,59000,5,-100,-0.17,8888486,1659013,-238009,1742404,-1606178,2973086966,49.80,1889384,96572,5712
20220823,59100,5,-900,-1.50,9041629,2393309,-341736,91680,-1056099,2972803760,49.80,404684,61760,3660
20220822,60000,5,-900,-1.48,8259865,1424086,-907480,146839,-342684,2973455175,49.81,170829,114515,6875
20220819,60900,5,-600,-0.98,6923679,632127,388316,417460,-729001,2973627030,49.81,833460,61991,3778
20220818,61500,2,1100,1.82,16372754,-2961557,-3722398,2082042,2366181,2973522571,49.81,2225982,100169,6113
20220817,60400,5,-600,-0.98,9061518,787385,170045,-82686,-345241,2968930408,49.73,-182686,55779,3369
20220816,61000,2,800,1.33,15036727,-1403568,591988,1753927,-555732,2969458335,49.74,1381587,143340,8720
20220812,60200,2,300,0.50,10786658,-302555,-772247,-736084,726260,2968632480,49.73,-506284,142002,8526
20220811,59900,2,800,1.35,15141941,820899,798686,-2647326,495423,2968412504,49.72,-2435876,135294,8072
20220810,59100,5,-900,-1.50,18084349,4299482,-378631,130982,-2111485,2970352957,49.76,-1492628,282235,16615
20220809,60000,5,-800,-1.32,18251170,3585972,670952,-3329310,-492737,2973957070,49.82,-3440850,352705,21191
20220808,60800,5,-700,-1.14,11313150,2109595,-2214900,-640523,356181,2977890657,49.88,-457023,308928,18831
20220805,61500,3,0,0.00,9567620,280820,-990983,-1928105,1330983,2977991499,49.88,-1951605,1108241,68157
20220804,61500,2,200,0.33,9125439,-149800,-1810894,-133759,1051004,2978612121,49.89,-223259,151423,9316
20220803,61300,5,-400,-0.65,10053861,1502719,-772184,374858,-563078,2977784376,49.88,357358,236293,14465
20220802,61700,2,400,0.65,13614895,-994515,-4442719,1598984,1926418,2977990096,49.88,1876984,126287,7721
20220801,61300,5,-100,-0.16,13154816,530487,-1367169,240197,313794,2974186694,49.82,-66871,186169,11311
20220729,61400,5,-500,-0.81,15093120,1235234,1473091,616021,-1623959,2973939771,49.82,77992,690338,42576
