date,close,sign,change,diff,volume,krx_0008,krx_0018,krx_0009,pgmvol,fsc_listing,fsc_sjrate,fsc_0009,gm_volume,gm_value
20221107,14055,2,320,2.33,32540602,-3929523,4391511,-274369,0,1759996,1.23,-74369,0,0
20221104,13735,2,220,1.63,29732910,-2382291,2007884,421145,0,1834365,1.25,421145,0,0
20221103,13515,5,-170,-1.24,31935141,318070,-323598,62903,0,1413220,0.93,62903,0,0
20221102,13685,5,-30,-0.22,23864778,-2999193,3067087,-62272,0,1350317,0.84,-62272,0,0
20221101,13715,2,380,2.85,29783900,-6019093,5637576,576328,0,1412589,0.91,276328,0,0
20221031,13335,2,400,3.09,28950697,-1909076,2932400,-980305,0,1136261,0.70,-980305,0,0
20221028,12935,5,-345,-2.60,25503830,583734,-1202692,613945,0,2116566,1.30,263945,0,0
20221027,13280,2,445,3.47,30902889,-3449899,4380590,-666767,0,1852621,1.14,-666767,0,0
20221026,12835,2,170,1.34,32072080,-5728994,4504088,1439694,0,2519388,1.51,1839694,0,0
20221025,12665,2,40,0.32,35804520,-364629,367092,15980,0,679694,0.39,15980,0,0
20221024,12625,2,240,1.94,34789630,890635,-139382,-739072,0,663714,0.39,-889072,0,0
20221021,12385,2,50,0.41,27264275,-1116965,1277615,-160222,0,1552786,0.96,-110222,0,0
20221020,12335,5,-260,-2.06,41432134,883130,-1289816,430855,0,1663008,0.99,880855,0,0
20221019,12595,5,-210,-1.64,38916502,-318632,-216171,458773,0,782153,0.48,758773,0,0
20221018,12805,2,330,2.65,38660056,-336066,568792,-201668,0,23380,0.01,23380,0,0
20221017,12475,5,-5,-0.04,25454652,-42895,347776,-339021,0,0,0.00,0,0,0
20221014,12480,2,580,4.87,29894677,-3033637,3745531,-715358,0,0,0.00,-179427,0,0
20221013,11900,5,-375,-3.05,25150469,3078916,-2972664,-126796,0,179427,0.10,-126796,0,0
20221012,12275,2,200,1.66,33269027,-730059,2195665,-1423664,0,306223,0.18,-1423664,0,0
20221011,12075,5,-500,-3.98,33997225,1329888,-1283502,-104594,0,1729887,0.99,-104594,0,0
20221007,12575,5,-110,-0.87,27399661,-950681,276678,698766,0,1834481,1.09,698766,0,0
20221006,12685,2,255,2.05,36735834,-3239893,3902473,-631180,0,1135715,0.65,-631180,0,0
20221005,12430,5,-15,-0.12,39269519,-1989054,615967,1410046,0,1766895,1.00,1410046,0,0
20221004,12445,2,605,5.11,32950708,-439643,2824434,-2342024,0,356849,0.20,-2342024,0,0
20220930,11840,5,-130,-1.09,55876774,-633172,-144884,739750,0,2698873,1.53,939750,0,0
20220929,11970,2,15,0.13,43113981,91995,1285007,-1379599,0,1759123,1.02,-1379599,0,0
20220928,11955,5,-615,-4.89,59438829,4052164,-4885973,712298,0,3138722,1.87,712298,0,0
20220927,12570,2,55,0.44,38682053,3782197,-2791905,-1074993,0,2426424,1.49,-1074993,0,0
20220926,12515,5,-665,-5.05,39022214,6933447,-7984735,848864,0,3501417,2.22,848864,0,0
20220923,13180,5,-335,-2.48,26913446,4779747,-4382288,-525609,0,2652553,1.76,-525609,0,0
20220922,13515,5,-310,-2.24,27879499,1927559,-2034894,38811,0,3178162,2.03,38811,0,0
20220921,13825,5,-255,-1.81,21993800,3228288,-3005060,-263126,0,3139351,2.04,-263126,0,0
20220920,14080,2,100,0.72,21497336,-326665,797956,-467638,0,3402477,2.27,-467638,0,0
20220919,13980,5,-185,-1.31,21917571,2371228,-2499986,51419,0,3870115,2.69,51419,0,0
20220916,14165,5,-235,-1.63,18114600,1583599,-2464135,834788,0,3818696,2.77,834788,0,0
20220915,14400,5,-170,-1.17,17793752,2166356,-2171590,-35647,0,2983908,2.06,-435647,0,0
20220914,14570,5,-600,-3.96,27123300,843946,-876814,49488,0,3419555,2.30,-250512,0,0
20220913,15170,2,890,6.23,24070343,-7645564,7171577,630631,0,3670067,2.55,635631,0,0
20220908,14280,2,70,0.49,22736726,687382,-1136462,494367,0,3034436,2.16,694367,0,0
20220907,14210,5,-415,-2.84,30747396,4834900,-5567841,551206,0,2340069,1.61,551206,0,0
20220906,14625,2,5,0.03,22557031,1526935,-1549664,5706,0,1788863,1.28,205706,0,0
20220905,14620,3,0,0.00,22465883,-237089,446569,-156428,0,1583157,1.19,-156428,0,0
20220902,14620,5,-155,-1.05,26139881,1440842,-1380680,-157895,0,1739585,1.28,-157895,0,0
20220901,14775,5,-735,-4.74,26337404,6404448,-6744515,246037,0,1897480,1.32,46037,0,0
20220831,15510,2,220,1.44,20616200,-108421,538524,-429946,0,1851443,1.32,-829946,0,0
20220830,15290,2,320,2.14,16748440,-1271031,2249340,-940243,0,2681389,2.01,-940243,0,0
20220829,14970,5,-750,-4.77,19459348,1860335,-3530681,1660303,0,3621632,2.61,1860303,0,0
20220826,15720,2,15,0.10,15454712,-251469,135410,144802,0,1761329,1.22,344802,0,0
20220825,15705,2,370,2.41,15827923,-2198819,2719146,-483753,0,1416527,1.03,-683753,0,0
20220824,15335,2,120,0.79,17096790,-11132,869747,-870974,0,2100280,1.44,-1270974,0,0
20220823,15215,5,-400,-2.56,21784794,2385883,-3139002,660962,0,3371254,2.38,660962,0,0
20220822,15615,5,-420,-2.62,17787376,661560,-720712,74850,0,2710292,1.95,-325150,0,0
20220819,16035,5,-200,-1.23,15094655,414919,-1226198,798309,0,3035442,2.28,598309,0,0
20220818,16235,5,-125,-0.76,18202707,32262,-472714,443813,0,2437133,1.92,243813,0,0
20220817,16360,5,-170,-1.03,17277885,1144371,-1760281,551062,0,2193320,1.66,551062,0,0
20220816,16530,2,95,0.58,16490523,259717,-625465,426180,0,1642258,1.17,26180,0,0
20220812,16435,2,125,0.77,18673576,-1780351,2977210,-1144689,0,1616078,1.21,-1744689,0,0
20220811,16310,2,520,3.29,21840168,-4276169,4258340,65180,0,3360767,2.38,-534820,0,0
20220810,15790,5,-390,-2.41,19745146,2308160,-3706797,1363281,0,3895587,2.92,1763281,0,0
20220809,16180,2,120,0.75,20693875,-2087745,2025507,109983,0,2132306,1.54,109983,0,0
20220808,16060,5,-80,-0.50,13898686,452666,-1158096,661638,0,2022323,1.39,261638,0,0
20220805,16140,2,220,1.38,20523546,-3525666,4192124,-356802,0,1760685,1.15,-956802,0,0
20220804,15920,2,160,1.02,22002631,-1346673,1555417,-163922,0,2717487,1.83,-513922,0,0
20220803,15760,2,205,1.32,19027203,-1708529,1562498,185415,0,3231409,2.27,-214585,0,0
20220802,15555,5,-150,-0.96,20449364,521428,-1345894,869577,0,3445994,2.33,869577,0,0
20220801,15705,5,-25,-0.16,22393212,-663045,707207,-61967,0,2576417,1.66,-461967,0,0
20220729,15730,2,145,0.93,29840248,-2820663,2640364,235148,0,3038384,2.02,235148,0,0
20220728,15585,2,190,1.23,30062444,-1813213,1811898,13173,0,2803236,1.86,-386827,0,0
20220727,15395,5,-5,-0.03,22545475,1823156,-2437182,580972,0,3190063,2.11,580972,0,0
20220726,15400,2,110,0.72,16064927,-691486,-60278,744812,0,2609091,1.78,344812,0,0
20220725,15290,2,110,0.72,26333623,-1859183,2378435,-473486,0,2264279,1.50,-473486,0,0
20220722,15180,5,-190,-1.24,27900894,28424,-506062,607182,0,2737765,1.74,607182,0,0
20220721,15370,2,330,2.19,28007280,-3118774,3774675,-304569,0,2130583,1.41,-304569,0,0
20220720,15040,2,230,1.55,34719345,-1663430,2031234,-441615,0,2435152,1.55,-641615,0,0
20220719,14810,5,-120,-0.80,21144443,68697,-824197,742828,0,3076767,1.88,742828,0,0
20220718,14930,2,635,4.44,35240665,-3011085,3875026,-740401,0,2333939,1.48,-740401,0,0
20220715,14295,2,190,1.35,48029861,279914,-65923,-270559,0,3074340,1.87,-470559,0,0
20220714,14105,5,-120,-0.84,29100528,813080,-1450563,636526,0,3544899,2.23,636526,0,0
20220713,14225,2,155,1.10,29322321,-533546,1377351,-913939,0,2908373,1.89,-913939,0,0
20220712,14070,5,-275,-1.92,25550347,1004914,-1740695,716516,0,3822312,2.41,716516,0,0
20220711,14345,5,-175,-1.21,24036497,-181257,17534,132891,0,3105796,1.87,132891,0,0
20220708,14520,2,150,1.04,33772188,-2532461,2655560,11489,0,2972905,1.85,-388511,0,0
20220707,14370,2,560,4.06,36540661,-4056360,4665206,-317929,0,3361416,2.01,-317929,0,0
20220706,13810,5,-650,-4.50,46229517,3564029,-4964594,1129362,0,3679345,2.26,1329362,0,0
20220705,14460,2,445,3.18,39109045,-929261,2772352,-1742286,0,2349983,1.50,-1642286,0,0
20220704,14015,2,10,0.07,37294696,628193,-992993,234386,0,3992269,2.58,234386,42240,589
20220701,14005,5,-300,-2.10,46736613,3862344,-4382341,374927,0,3757883,2.47,-225073,0,0
20220630,14305,5,-515,-3.48,32945136,2828763,-3459557,609869,0,3982956,2.70,209869,0,0
20220629,14820,5,-500,-3.26,30816921,2388999,-3166253,693792,0,3773087,2.48,843792,0,0
20220628,15320,2,240,1.59,28934446,-2162066,930000,1268509,0,2929295,1.84,968509,0,0
20220627,15080,2,340,2.31,43062903,-2765356,3771319,-910211,0,1960786,1.26,-1110211,0,0
20220624,14740,2,605,4.28,46830980,-2923875,4154806,-884715,0,3070997,2.08,-834715,0,0
20220623,14135,5,-185,-1.29,57281418,591143,-1073844,497440,0,3905712,2.52,497440,0,0
20220622,14320,5,-815,-5.38,44761367,5374390,-6359969,838477,0,3408272,2.28,538477,0,0
20220621,15135,2,185,1.24,40974055,-1593877,2614646,-1153626,0,2869795,1.99,-1153626,0,0
20220620,14950,5,-475,-3.08,52735622,6512761,-7521401,778210,0,4023421,2.69,778210,0,0
20220617,15425,5,-245,-1.56,40023050,1166374,-1583071,154367,0,3245211,2.27,654367,0,0
20220616,15670,5,-15,-0.10,36024066,-2045983,2295945,-230271,0,2590844,1.90,-130271,0,0
20220615,15685,5,-595,-3.65,37271149,5811759,-5873151,-262879,0,2721115,2.14,287121,0,0
20220614,16280,5,-145,-0.88,35641315,3624963,-3647161,73027,0,2433994,2.00,73027,0,0
20220613,16425,5,-1235,-6.99,34435084,11721425,-11970612,-496924,0,2360967,1.98,-596924,0,0
20220610,17660,5,-420,-2.32,21081994,3640884,-3418019,-361490,0,2957891,2.59,-261490,0,0
20220609,18080,5,-85,-0.47,15801188,2060052,-2648191,534869,0,3219381,2.85,934869,0,0
20220608,18165,2,70,0.39,12436688,-1375474,402244,944877,0,2284512,2.02,794877,0,0
20220607,18095,5,-690,-3.67,18756749,6839320,-5016187,-1932808,0,1489635,1.41,-1932808,0,0
20220603,18785,2,210,1.13,16152175,-1719607,966718,844887,0,3422443,3.13,844887,0,0
20220602,18575,5,-420,-2.21,18195822,2577577,-3396024,735108,0,2577556,2.23,535108,0,0
20220531,18995,2,150,0.80,18266961,-2275680,2768078,-497217,0,2042448,1.67,-697217,0,0
20220530,18845,2,475,2.59,21093524,-3054550,4193832,-658940,0,2739665,2.34,-658940,0,0
20220527,18370,2,395,2.20,18914687,-3034980,2958192,-21811,0,3398605,2.75,-21811,0,0
20220526,17975,5,-140,-0.77,20592891,1559252,-1939960,297324,0,3420416,2.93,297324,0,0
20220525,18115,2,145,0.81,17633261,-1381862,1702576,-311413,0,3123092,2.58,-311413,0,0
20220524,17970,5,-665,-3.57,18588229,3168597,-3768496,593176,0,3434505,2.67,293176,0,0
20220523,18635,2,110,0.59,16824427,-99126,730236,-588084,0,3141329,2.52,-588084,0,0
20220520,18525,2,685,3.84,17937092,-4008490,4056097,37491,0,3729413,3.12,37491,0,0
20220519,17840,5,-565,-3.07,23421870,1853529,-2439656,536567,0,3691922,2.94,736567,0,0
20220518,18405,2,75,0.41,21621566,-1005542,921310,134703,0,2955355,2.44,134703,0,0
20220517,18330,2,350,1.95,15228206,-2206058,2275275,-28743,0,2820652,2.20,-28743,0,0
20220516,17980,5,-155,-0.85,20348447,408345,-603704,215813,0,2849395,2.29,515813,0,0
20220513,18135,2,815,4.71,20107885,-4409364,4458806,121755,0,2333582,1.97,321755,0,0
20220512,17320,5,-575,-3.21,24216466,2089113,-2237207,-5960,0,2011827,1.62,194040,0,0
20220511,17895,5,-35,-0.20,18777499,412680,-740368,308225,0,1817787,1.52,408225,0,0
20220510,17930,5,-175,-0.97,32486233,3312632,-2315676,-1136813,0,1409562,1.24,-586813,0,0
20220509,18105,5,-370,-2.00,20102034,3995994,-4561629,459410,0,1996375,1.83,459410,0,0
20220506,18475,5,-505,-2.66,16342705,3027403,-2332223,-733190,0,1536965,1.34,-733190,0,0
20220504,18980,2,50,0.26,12879291,436257,-824635,381633,0,2270155,2.07,381633,0,0
20220503,18930,5,-80,-0.42,17237146,-525604,968866,-433125,0,1888522,1.63,-433125,0,0
20220502,19010,5,-140,-0.73,12572813,404120,-639672,215219,0,2321647,1.92,465219,0,0
20220429,19150,2,565,3.04,19226716,-4074501,4642044,-451324,0,1856428,1.61,48676,0,0
20220428,18585,2,360,1.98,17097932,-1450028,1901214,-441510,0,1807752,1.59,108490,0,0
20220427,18225,5,-455,-2.44,21586989,3490949,-3747728,155811,0,1699262,1.51,755811,0,0
20220426,18680,2,150,0.81,13611831,-779003,253044,505291,0,943451,0.87,805291,0,0
20220425,18530,5,-620,-3.24,17772967,5526857,-3083045,-2529146,0,138160,0.12,-2929146,0,0
20220422,19150,5,-440,-2.25,16071019,2139465,-1432460,-740457,0,3067306,2.61,-940457,0,0
20220421,19590,2,195,1.01,12141671,-1755849,1696757,135565,0,4007763,3.41,135565,0,0
20220420,19395,5,-20,-0.10,12809321,96615,-565941,457776,0,3872198,3.30,457776,0,0
20220419,19415,2,410,2.16,12154624,-2348476,1955114,467314,0,3414422,3.09,1067314,0,0
20220418,19005,5,-5,-0.03,9241936,-293306,169648,126055,0,2347108,2.08,526055,0,0
20220415,19010,5,-435,-2.24,17374654,1751969,-1670702,-98258,0,1821053,1.54,-98258,0,0
20220414,19445,5,-190,-0.97,12252671,581105,21114,-637647,0,1919311,1.68,-437647,0,0
20220413,19635,2,700,3.70,15863463,-3669108,3017900,709702,0,2356958,2.14,709702,0,0
20220412,18935,5,-365,-1.89,19387013,2822921,-2165760,-747360,0,1647256,1.43,-747360,0,0
20220411,19300,5,-25,-0.13,12602548,-496395,-10520,499807,0,2394616,2.17,499807,0,0
20220408,19325,2,45,0.23,15956735,351369,302150,-641900,0,1894809,1.79,-1041900,0,0
20220407,19280,5,-560,-2.82,17045371,4188490,-4406988,89174,0,2936709,2.86,-310826,0,0
20220406,19840,5,-440,-2.17,14118743,2549889,-2855140,276730,0,3247535,3.03,276730,0,0
20220405,20280,5,-25,-0.12,11652397,545769,-991354,458593,0,2970805,2.86,458593,0,0
20220404,20305,2,200,0.99,10471018,-799646,1466668,-662436,0,2512212,2.34,-1062436,0,0
20220401,20105,5,-285,-1.40,11811809,723370,-456612,-314968,0,3574648,3.36,-314968,0,0
20220331,20390,2,135,0.67,15020402,-1391745,1019268,445862,0,3889616,3.72,445862,0,0
20220330,20255,2,140,0.70,18143915,-540123,363941,199465,0,3443754,3.18,-200535,0,0
20220329,20115,2,175,0.88,14829497,-529143,-77527,648865,0,3644289,3.46,848865,0,0
20220328,19940,2,25,0.13,13510483,-403559,891754,-488916,0,2795424,2.74,-688916,0,0
20220325,19915,5,-135,-0.67,17333818,989394,-1525240,526471,0,3484340,3.30,526471,0,0
20220324,20050,5,-180,-0.89,11729947,184679,-536480,358065,0,2957869,2.67,358065,0,0
20220323,20230,2,325,1.63,20369628,-1485327,1462694,129823,0,2599804,2.40,-70177,0,0
20220322,19905,2,350,1.79,14264498,-2703607,3415070,-687295,0,2669981,2.53,-687295,0,0
20220321,19555,5,-405,-2.03,19520948,2771138,-3001861,217056,0,3357276,3.09,217056,0,0
20220318,19960,2,100,0.50,19741915,-757386,276319,483823,0,3140220,2.82,683823,0,0
20220317,19860,2,570,2.95,24281075,-3226395,3322031,28660,0,2456397,2.27,-171340,0,0
20220316,19290,2,540,2.88,23073666,-1455673,1567157,-171104,0,2627737,2.38,-171104,0,0
20220315,18750,5,-345,-1.81,16827155,1665071,-1388371,-332827,0,2798841,2.60,-532827,0,0
20220314,19095,5,-55,-0.29,17391410,205605,492021,-691535,0,3331668,3.02,-1091535,0,0
20220311,19150,5,-175,-0.91,18554961,700079,-1091492,368732,0,4423203,4.11,768732,0,0
20220310,19325,2,800,4.32,17339239,-2335450,2086962,343286,0,3654471,3.53,943286,0,0
20220308,18525,5,-465,-2.45,20678392,1589655,-2232217,511590,0,2711185,2.73,911590,0,0
20220307,18990,5,-935,-4.69,24974732,5350524,-4228263,-1342202,0,1799595,1.76,-1342202,0,0
20220304,19925,5,-605,-2.95,24287370,2621506,-2776506,132653,0,3141797,2.99,-267347,0,0
20220303,20530,2,700,3.53,17166383,-2420232,2236678,207195,0,3409144,3.31,207195,0,0
20220302,19830,5,-105,-0.53,15887427,29764,586808,-617045,0,3201949,3.03,-617045,0,0
20220228,19935,2,280,1.42,19748801,-250253,-126968,348772,0,3818994,3.84,748772,0,0
20220225,19655,2,430,2.24,25931482,-2220959,1494696,864981,0,3070222,2.95,864981,0,0
20220224,19225,5,-1095,-5.39,38103281,6737532,-6026239,-1089243,0,2205241,2.17,-1089243,0,0
20220223,20320,2,150,0.74,18999803,-349878,326634,6322,0,3294484,3.35,6322,0,0
20220222,20170,5,-600,-2.89,28977063,2895241,-3320141,374194,0,3288162,3.44,374194,0,0
20220221,20770,2,20,0.10,19271863,269807,-342858,80845,0,2913968,2.93,80845,0,0
20220218,20750,5,-155,-0.74,19937577,645029,-1281301,630537,0,2833123,2.70,630537,0,0
20220217,20905,2,265,1.28,32906369,-3152547,3146092,69896,0,2202586,2.17,69896,0,0
20220216,20640,2,720,3.61,13988490,-1672843,2346792,-606316,0,2132690,2.19,-406316,0,0
20220215,19920,5,-245,-1.21,16894274,1056487,-1069700,-26001,0,2539006,2.69,-26001,0,0
20220214,20165,5,-575,-2.77,21057688,1278645,-1652343,350177,0,2565007,2.60,350177,0,0
20220211,20740,5,-370,-1.75,15228987,-785232,207946,674181,0,2214830,2.16,674181,0,0
20220210,21110,2,330,1.59,19862514,-3571728,3279291,453089,0,1540649,1.44,453089,0,0
20220209,20780,2,565,2.79,18359218,-3430817,3723497,-233604,0,1087560,1.06,166396,0,0
20220208,20215,2,90,0.45,19572808,-2074743,1827763,266809,0,921164,0.86,266809,0,0
20220207,20125,5,-405,-1.97,24357074,1296300,-1123069,-235282,0,654355,0.59,164718,0,0
20220204,20530,2,480,2.39,24106136,-3290235,3258047,-4450,0,489637,0.44,395550,0,0
20220203,20050,2,350,1.78,25380391,-2782463,2843341,-34407,0,94087,0.09,94087,0,0
20220128,19700,2,985,5.26,37275436,-2415362,3027312,-479465,0,0,0.00,0,0,0
20220127,18715,5,-1290,-6.45,42182962,9524927,-9165929,-903289,0,0,0.00,-111248,0,0
20220126,20005,5,-150,-0.74,26430673,766778,-347214,-451335,0,111248,0.12,-51335,0,0
20220125,20155,5,-1015,-4.79,45862746,8240892,-8031718,-600832,0,162583,0.19,-200832,0,0
20220124,21170,5,-505,-2.33,23687147,4565928,-3788231,-797659,0,363415,0.40,-797659,0,0
20220121,21675,5,-500,-2.25,25150888,2435927,-2592994,86174,0,1161074,1.34,86174,0,0
20220120,22175,2,250,1.14,16587457,1080415,-107048,-1027443,0,1074900,1.30,-1027443,0,0
20220119,21925,5,-340,-1.53,17884989,1590494,-2030949,385382,0,2102343,2.70,385382,0,0
20220118,22265,5,-355,-1.57,17672517,2253887,-2727169,394030,0,1716961,2.33,394030,0,0
20220117,22620,5,-310,-1.35,20576706,5523505,-5373515,-634318,0,1322931,1.85,-634318,0,0
20220114,22930,5,-725,-3.06,19928098,5314242,-4913312,-656151,0,1957249,2.57,-656151,0,0
20220113,23655,5,-255,-1.07,9852017,14105,60461,-70588,0,2613400,3.57,-70588,0,0
20220112,23910,2,775,3.35,15721323,-5075732,4578007,707754,0,2683988,3.53,707754,0,0
20220111,23135,2,150,0.65,15460780,-796521,566721,330254,0,1976234,2.46,-69746,0,0
20220110,22985,5,-395,-1.69,16135231,96504,440869,-556869,0,2045980,2.64,-556869,0,0
20220107,23380,2,530,2.32,14437013,-3197563,2247256,1149865,0,2602849,3.57,1149865,0,0
20220106,22850,5,-415,-1.78,21266589,3517908,-3964458,-32651,0,1452984,2.09,-432651,0,0
20220105,23265,5,-680,-2.84,18355778,4292119,-3733747,-671212,0,1885635,2.62,-1071212,0,0
20220104,23945,5,-45,-0.19,14785180,312794,-610853,281776,0,2956847,4.24,-118224,0,0
20220103,23990,2,120,0.50,15020352,-766957,477083,317786,0,3075071,4.48,-82214,0,0
20211230,23870,5,-295,-1.22,14075485,961781,-1657066,672282,0,3157285,4.71,672282,0,0
20211229,24165,5,-60,-0.25,13426106,-1004555,-118592,1222310,0,2485003,3.72,1222310,0,0
20211228,24225,2,320,1.34,12921114,-348077,-2702,431139,0,1262693,1.80,431139,0,0
20211227,23905,5,-275,-1.14,9652409,591203,-409766,-117922,0,831554,1.13,-117922,0,0
20211224,24180,2,360,1.51,12209425,-1337881,1966566,-635092,0,949476,1.35,-635092,0,0
20211223,23820,2,245,1.04,12806276,-1370944,897281,524902,0,1584568,2.14,524902,0,0
20211222,23575,2,215,0.92,13183715,321447,-430199,123933,0,1059666,1.50,123933,0,0
20211221,23360,2,390,1.70,18304987,-1807954,1594269,169994,0,935733,1.27,169994,0,0
20211220,22970,5,-910,-3.81,19814859,3569941,-2763052,-783833,0,765739,1.08,-783833,0,0
20211217,23880,2,100,0.42,12737983,-870428,1050723,-206583,0,1549572,2.06,-406583,0,0
20211216,23780,2,295,1.26,16515739,316938,88667,-402660,0,1956155,2.67,-802660,0,0
20211215,23485,2,15,0.06,10027378,486285,444094,-927732,0,2758815,3.53,-1327732,0,0
20211214,23470,5,-325,-1.37,15704898,557739,-947681,364276,0,4086547,5.32,-35724,0,0
20211213,23795,2,30,0.13,16837313,-1195621,955064,273862,0,4122271,5.45,-126138,0,0
20211210,23765,5,-285,-1.19,10548504,221678,702709,-907056,0,4248409,5.34,-1307056,0,0
20211209,24050,2,200,0.84,15093653,-526015,-227950,763526,0,5555465,7.00,763526,0,0
20211208,23850,2,185,0.78,20600638,-1776140,1503624,347543,0,4791939,6.05,147543,0,0
20211207,23665,2,390,1.68,17561848,-1410676,793331,687772,0,4644396,5.52,287772,0,0
20211206,23275,2,65,0.28,21148873,-2321644,1579607,823849,0,4356624,4.86,423849,0,0
20211203,23210,2,370,1.62,22543847,-4217076,4249019,323262,0,3932775,4.19,323262,0,0
20211202,22840,2,660,2.98,26711706,-5612512,4666496,1362062,0,3609513,3.97,1762062,0,0
20211201,22180,2,1015,4.80,26215376,-3868395,3778359,172254,0,1847451,2.10,172254,0,0
20211130,21165,5,-910,-4.12,30652365,4556424,-4140082,-639463,0,1675197,2.00,-239463,0,0
20211129,22075,5,-385,-1.71,21646091,1082052,-2318822,1137996,0,1914660,2.32,937996,0,0
20211126,22460,5,-855,-3.67,27682489,9039058,-8525953,-1122433,0,976664,1.23,-1122433,0,0
20211125,23315,5,-350,-1.48,12599010,1908375,-1451024,-489835,0,2099097,2.79,-889835,0,0
20211124,23665,5,-95,-0.40,14776639,563141,-351896,-223362,0,2988932,3.73,-623362,0,0
20211123,23760,5,-410,-1.70,11751288,591851,-813879,186299,0,3612294,4.26,186299,0,0
20211122,24170,2,1055,4.56,18044376,-6080072,4996310,1233803,0,3425995,4.15,1233803,0,0
20211119,23115,2,310,1.36,16759421,-1668587,1598477,140763,0,2192192,2.77,140763,0,0
20211118,22805,5,-185,-0.80,12943468,1275537,-1374798,70814,0,2051429,2.72,-129186,0,0
20211117,22990,5,-575,-2.44,16491645,3570478,-3754880,16187,0,2180615,2.71,-383813,0,0
20211116,23565,5,-80,-0.34,14505262,1332709,-1332513,89259,0,2564428,3.02,89259,0,0
20211115,23645,2,515,2.23,12670223,-1885758,1941736,-96337,0,2475169,3.01,-96337,0,0
