date,close,sign,change,diff,volume,krx_0008,krx_0018,krx_0009,pgmvol,fsc_listing,fsc_sjrate,fsc_0009,gm_volume,gm_value,shcode
20220125,11885,5,-555,-4.46,25486323,4191625,-4295861,-10750,0,298671,0.47,-10750,0,0,233740
20220124,12440,5,-555,-4.27,15467014,4386157,-4240112,-239654,0,309421,0.48,-239654,0,0,233740
20220121,12995,5,-455,-3.38,14056710,1432810,-1176753,-226377,0,549075,0.88,-226377,0,0,233740
20220120,13450,2,690,5.41,13930938,-1203496,524657,351887,0,775452,1.28,351887,0,0,233740
20220119,12760,5,-360,-2.74,11585416,2057312,-2234879,73796,0,423565,0.72,73796,0,0,233740
20220118,13120,5,-330,-2.45,11811047,2376521,-2082310,-341689,0,349769,0.61,-341689,0,0,233740
20220117,13450,5,-190,-1.39,7776274,2705527,-2479065,-285415,0,691458,1.23,-285415,0,0,233740
20220114,13640,5,-450,-3.19,8640988,2663341,-2355928,-336684,0,976873,1.68,-336684,0,0,233740
20220113,14090,5,-440,-3.03,6601567,1449325,-1369018,-100227,0,1313557,2.32,-100227,0,0,233740
20220112,14530,2,715,5.18,10775597,-3936509,3548064,421079,0,1413784,2.61,421079,0,0,233740
20220111,13815,5,-140,-1.00,11445035,1095082,-902966,-194745,0,992705,1.86,-194745,0,0,233740
20220110,13955,5,-630,-4.32,11901951,3766009,-3586143,-227450,0,1187450,2.48,-227450,0,0,233740
20220107,14585,2,260,1.82,9255994,-874775,751969,120598,0,1414900,3.10,120598,0,0,233740
20220106,14325,5,-910,-5.97,17343958,6139499,-6159729,-31428,0,1294302,2.92,-31428,0,0,233740
20220105,15235,5,-775,-4.84,9926256,3302016,-2907654,-429491,0,1325730,2.86,-429491,0,0,233740
20220104,16010,5,-430,-2.62,9509441,2093460,-1460811,-662993,0,1755221,3.70,-662993,0,0,233740
20220103,16440,5,-85,-0.51,7276820,-35943,-28340,61255,0,2418214,4.98,61255,0,0,233740
20211230,16525,2,15,0.09,8834125,-1627764,1395064,234131,0,2356959,4.93,234131,0,0,233740
20211229,16510,5,-560,-3.28,16407691,-3168283,2227684,1199392,0,2122828,4.53,1199392,0,0,233740
20211228,17070,2,890,5.50,12908245,2530229,-1081819,-1396424,0,923436,1.94,-1396424,0,0,233740
20211227,16180,2,370,2.34,6653578,689097,-344160,-591753,0,2319860,5.02,-591753,0,0,233740
20211224,15810,2,60,0.38,5853830,827119,-270331,-586977,0,2911613,6.12,-586977,0,0,233740
20211223,15750,2,80,0.51,6062610,497859,-191684,-307208,0,3498590,7.51,-307208,0,0,233740
20211222,15670,2,55,0.35,5356570,-116691,256147,-124158,0,3805798,8.03,-124158,0,0,233740
20211221,15615,2,235,1.53,7783428,-98315,310130,-249577,0,3929956,8.22,-249577,0,0,233740
20211220,15380,5,-160,-1.03,7372584,-367906,414380,-47681,0,4179533,8.84,-47681,0,0,233740
20211217,15540,5,-440,-2.75,8060752,1599447,-267781,-1343051,0,4227214,8.77,-1343051,0,0,233740
20211216,15980,2,160,1.01,8532565,-80056,461189,-384888,0,5570265,11.63,-384888,0,0,233740
20211215,15820,2,250,1.61,5138702,-576099,263634,310944,0,5955153,12.67,310944,0,0,233740
20211214,15570,5,-105,-0.67,6167493,287395,4586,-293638,0,5644209,11.86,-293638,0,0,233740
20211213,15675,5,-215,-1.35,7866885,695602,-247717,-446861,0,5937847,12.55,-446861,0,0,233740
20211210,15890,5,-530,-3.23,7609053,1082193,434453,-1536692,0,6384708,13.44,-1536692,0,0,233740
20211209,16420,2,400,2.50,8366557,-1315756,-68341,1416797,0,7921400,16.47,1416797,0,0,233740
20211208,16020,2,385,2.46,8944633,-1309492,335933,972137,0,6504603,13.64,972137,0,0,233740
20211207,15635,2,245,1.59,8064739,-467210,104708,372305,0,5532466,11.27,372305,0,0,233740
20211206,15390,5,-375,-2.38,9408795,927111,-566199,-366879,0,5160161,10.75,-366879,0,0,233740
20211203,15765,2,730,4.86,11526281,-1891499,806304,1093813,0,5527040,11.71,1093813,0,0,233740
20211202,15035,5,-190,-1.25,12745419,559781,-569835,-3756,0,4433227,9.55,-3756,0,0,233740
20211201,15225,2,195,1.30,14428490,242173,-1120258,876005,0,4436983,9.65,876005,0,0,233740
20211130,15030,5,-500,-3.22,11923976,1282863,-726665,-549452,0,3560978,7.91,-549452,0,0,233740
20211129,15530,5,-100,-0.64,8804569,-105110,152124,-58491,0,4110430,8.92,-58491,0,0,233740
20211126,15630,5,-210,-1.33,7238099,464800,-624785,156068,0,4168921,9.24,156068,0,0,233740
20211125,15840,5,-320,-1.98,6012590,454036,-32094,-424200,0,4012853,9.20,-424200,0,0,233740
20211124,16160,2,260,1.64,8266990,-370056,-54901,414248,0,4437053,10.44,414248,0,0,233740
20211123,15900,5,-850,-5.07,7933258,2153105,-1651760,-553470,0,4022805,9.21,-553470,0,0,233740
20211122,16750,5,-145,-0.86,6936475,410400,-170192,-262261,0,4576275,10.31,-262261,0,0,233740
20211119,16895,2,345,2.08,6567328,-1114592,855521,274782,0,4838536,10.70,274782,0,0,233740
20211118,16550,2,70,0.42,5090233,-136007,97312,42408,0,4563754,9.88,42408,0,0,233740
20211117,16480,5,-360,-2.14,5393085,603777,-187843,-432240,0,4521346,9.52,-432240,0,0,233740
20211116,16840,2,185,1.11,7252219,-915571,782967,164103,0,4953586,10.11,164103,0,0,233740
20211115,16655,2,780,4.91,9710794,-2527891,1724347,1025779,0,4789483,9.94,1025779,0,0,233740
20211112,15875,2,515,3.35,8058553,-2090222,1502225,594235,0,3763704,8.09,594235,0,0,233740
20211111,15360,2,320,2.13,8942946,-860753,425111,431257,0,3169469,6.60,431257,0,0,233740
20211110,15040,5,-825,-5.20,10160805,3005256,-2107065,-908055,0,2738212,5.86,-908055,0,0,233740
20211109,15865,2,240,1.54,7843228,-873013,638031,233772,0,3646267,7.55,233772,0,0,233740
20211108,15625,5,-165,-1.04,9690028,489715,-329556,-162754,0,3412495,7.21,-162754,0,0,233740
20211105,15790,2,295,1.90,8246401,-1350105,690868,665243,0,3575249,7.50,665243,0,0,233740
20211104,15495,2,70,0.45,9259064,153390,35308,-189613,0,2910006,6.02,-189613,0,0,233740
20211103,15425,5,-50,-0.32,7057471,-204333,313431,-109029,0,3099619,6.27,-109029,0,0,233740
20211102,15475,2,330,2.18,6561612,-886297,693751,193983,0,3208648,6.62,193983,0,0,233740
20211101,15145,2,355,2.40,6649998,-823781,515380,313883,0,3014665,6.13,313883,0,0,233740
20211029,14790,5,-325,-2.15,6803215,841885,-443284,-423931,0,2700782,5.41,-423931,0,0,233740
20211028,15115,5,-365,-2.36,6672584,805929,-261086,-549024,0,3124713,6.08,-549024,0,0,233740
20211027,15480,5,-90,-0.58,4550832,-20428,138477,-119130,0,3673737,7.33,-119130,0,0,233740
20211026,15570,2,580,3.87,6146579,-1779858,1029325,780996,0,3792867,7.44,780996,0,0,233740
20211025,14990,2,30,0.20,5855313,95776,-118781,22695,0,3011871,6.08,22695,0,0,233740
20211022,14960,2,185,1.25,7657567,-426637,412317,26966,0,2989176,5.94,26966,0,0,233740
20211021,14775,5,-390,-2.57,7715993,694980,-524580,-190595,0,2962210,5.76,-190595,0,0,233740
20211020,15165,5,-225,-1.46,6724245,-41853,188079,-152084,0,3152805,5.96,-152084,0,0,233740
20211019,15390,2,475,3.18,7513054,-1411526,1041677,374556,0,3304889,6.10,374556,0,0,233740
20211018,14915,2,45,0.30,7508545,-589705,611543,-12814,0,2930333,5.23,-12814,0,0,233740
20211015,14870,2,90,0.61,7664277,-448568,478216,-30736,0,2943147,5.17,-30736,0,0,233740
20211014,14780,2,880,6.33,11067270,-3516096,2666324,873140,0,2973883,5.30,873140,0,0,233740
20211013,13900,2,345,2.55,8079846,-425541,263583,181789,0,2100743,3.79,181789,0,0,233740
20211012,13555,5,-445,-3.18,9213777,1022395,-550677,-476128,0,1918954,3.40,-476128,55000,747,233740
20211008,14000,5,-155,-1.10,9838537,-46101,32042,-27609,0,2395082,4.53,-27609,0,0,233740
20211007,14155,2,655,4.85,13801062,-1392781,986337,401449,0,2422691,4.75,401449,0,0,233740
20211006,13500,5,-730,-5.13,22532967,3995170,-3739662,-338153,0,2021242,4.05,-338153,0,0,233740
20211005,14230,5,-630,-4.24,12351072,2155669,-1762523,-410971,0,2359395,4.68,-410971,0,0,233740
20211001,14860,5,-680,-4.38,9670948,2418298,-1450877,-1074800,0,2770366,5.67,-1074800,0,0,233740
20210930,15540,2,175,1.14,7200408,18688,87630,-79552,0,3845166,8.11,-79552,0,0,233740
20210929,15365,5,-265,-1.70,11030135,1183866,-1059306,-162657,0,3924718,8.11,-162657,0,0,233740
20210928,15630,5,-865,-5.24,7719270,2755045,-2179423,-592093,0,4087375,8.61,-592093,0,0,233740
20210927,16495,5,-225,-1.35,5897077,496872,39318,-540383,0,4679468,9.65,-540383,0,0,233740
20210924,16720,5,-40,-0.24,5268294,313140,-270530,-55326,0,5219851,10.52,-55326,0,0,233740
20210923,16760,5,-20,-0.12,5441983,-413406,426169,46531,0,5275177,10.70,46531,0,0,233740
20210917,16780,2,150,0.90,5989654,-610370,417200,251945,0,5228646,10.74,251945,0,0,233740
20210916,16630,5,-10,-0.06,5031381,97203,-96267,-41812,0,4976701,9.93,-41812,0,0,233740
20210915,16640,2,315,1.93,6069348,-975139,406346,583387,0,5018513,10.16,583387,0,0,233740
20210914,16325,2,390,2.45,5889622,-1215518,933648,293526,0,4435126,9.11,293526,0,0,233740
20210913,15935,5,-320,-1.97,6301313,669103,-432721,-271081,0,4141600,8.44,-271081,50000,796,233740
20210910,16255,2,255,1.59,5198198,-325795,55750,271793,0,4412681,8.93,271793,0,0,233740
20210909,16000,5,-160,-0.99,4824619,198794,-17140,-155609,0,4140888,8.28,-155609,0,0,233740
20210908,16160,5,-575,-3.44,6831976,1184966,-965375,-263002,0,4296497,8.63,-263002,0,0,233740
20210907,16735,2,90,0.54,5086523,-434807,75313,366411,0,4559499,8.98,366411,0,0,233740
20210906,16645,2,25,0.15,5979017,-102616,150046,28258,0,4193088,8.30,28258,0,0,233740
20210903,16620,2,220,1.34,5947824,-319821,273512,60261,0,4164830,8.07,60261,0,0,233740
20210902,16400,5,-130,-0.79,5783149,-158760,-22045,184018,0,4104569,7.80,184018,0,0,233740
20210901,16530,2,230,1.41,7339313,-1001012,668727,398056,0,3920551,7.31,398056,0,0,233740
20210831,16300,2,275,1.72,9087155,-767385,866481,-102595,0,3522495,6.44,-102595,0,0,233740
20210830,16025,2,260,1.65,8506830,-1120203,898758,224324,0,3625090,6.47,224324,0,0,233740
20210827,15765,5,-45,-0.28,8573787,-90622,74818,17966,0,3400766,6.14,17966,0,0,233740
20210826,15810,2,130,0.83,10326107,-892782,761927,138103,0,3382800,5.93,138103,5000,78,233740
20210825,15680,2,115,0.74,8496061,-630031,609383,21427,0,3244697,5.55,21427,0,0,233740
20210824,15565,2,605,4.04,10990618,-2045400,1849930,211164,0,3223270,5.65,211164,0,0,233740
20210823,14960,2,765,5.39,11833567,-2086237,1653324,444985,0,3012106,5.44,444985,0,0,233740
20210820,14195,5,-520,-3.53,19448425,2102233,-1560407,-529639,0,2567121,4.55,-529639,0,0,233740
20210819,14715,5,-710,-4.60,12282884,1738485,-1524811,-234755,0,3096760,5.58,-234755,0,0,233740
20210818,15425,2,450,3.01,11829274,-1293858,908831,394155,0,3331515,6.09,394155,0,0,233740
20210817,14975,5,-675,-4.31,12247252,1982646,-1585540,-402108,0,2937360,5.29,-402108,0,0,233740
20210813,15650,5,-260,-1.63,10695820,1116802,-1146617,7669,0,3339468,5.96,7669,0,0,233740
20210812,15910,5,-90,-0.56,5862468,4296,-68694,63835,0,3331799,6.05,63835,0,0,233740
20210811,16000,2,105,0.66,8436755,-967878,1067382,9969,0,3267964,5.78,9969,0,0,233740
20210810,15895,5,-280,-1.73,7126863,747719,-528775,-228128,0,3257995,5.59,-228128,0,0,233740
20210809,16175,2,55,0.34,6173224,-328519,474639,-123634,0,3486123,6.02,-123634,0,0,233740
20210806,16120,2,100,0.62,6431340,-302096,305549,-5079,0,3609757,6.04,-5079,0,0,233740
20210805,16020,2,150,0.95,6492920,-1045942,1013404,41946,0,3614836,6.14,41946,0,0,233740
20210804,15870,2,410,2.65,8228160,-1732219,1243074,508073,0,3572890,5.91,508073,0,0,233740
20210803,15460,5,-40,-0.26,8197619,287301,-252998,-35010,0,3064817,5.27,-35010,0,0,233740
20210802,15500,2,395,2.62,7620326,-1461822,1156470,311734,0,3099827,5.23,311734,0,0,233740
20210730,15105,5,-535,-3.42,8578922,1877355,-1674042,-209494,0,2788093,4.77,-209494,0,0,233740
20210729,15640,2,210,1.36,6712675,-684858,442447,249341,0,2997587,5.22,249341,0,0,233740
20210728,15430,5,-435,-2.74,9634776,1648154,-1296568,-367840,0,2748246,4.85,-367840,0,0,233740
20210727,15865,5,-115,-0.72,6789310,319492,-224547,-105194,0,3116086,5.40,-105194,0,0,233740
20210726,15980,5,-230,-1.42,7005878,449754,-436807,-11575,0,3221280,5.47,-11575,0,0,233740
20210723,16210,2,80,0.50,8624027,-537044,632378,-77211,0,3232855,5.51,-77211,0,0,233740
20210722,16130,2,290,1.83,8256484,-1527640,1021928,529081,0,3310066,5.74,529081,0,0,233740
20210721,15840,2,40,0.25,8614689,-124254,134160,-12969,0,2780985,4.77,-12969,0,0,233740
20210720,15800,5,-125,-0.78,10133336,401857,-356158,-53601,0,2793954,4.69,-53601,0,0,233740
20210719,15925,3,0,0.00,6889441,-285485,426982,-50787,0,2847555,4.70,-50787,0,0,233740
20210716,15925,5,-145,-0.90,8673870,-442855,242938,69686,0,2898342,4.83,69686,0,0,233740
20210715,16070,2,445,2.85,8295769,-1969855,1947941,34049,0,2828656,4.59,34049,0,0,233740
20210714,15625,2,20,0.13,5212984,-248033,201933,71519,0,2794607,4.46,71519,0,0,233740
20210713,15605,2,245,1.60,8253632,-950847,1015520,21677,0,2723088,4.39,21677,0,0,233740
20210712,15360,2,25,0.16,4907009,138781,-49043,-75353,0,2701411,4.43,-75353,0,0,233740
20210709,15335,5,-80,-0.52,11361350,206213,-88040,-115667,0,2776764,4.57,-115667,0,0,233740
20210708,15415,5,-485,-3.05,8672109,1092571,-1214654,18026,0,2892431,4.84,18026,0,0,233740
20210707,15900,2,65,0.41,6370656,-507344,546442,-14249,0,2874405,4.70,-14249,0,0,233740
20210706,15835,5,-290,-1.80,6043553,851071,-645676,-198427,0,2888654,4.61,-198427,0,0,233740
20210705,16125,2,445,2.84,8078173,-1352265,1354410,2931,0,3087081,4.86,2931,0,0,233740
20210702,15680,2,155,1.00,5315103,-793895,771304,36035,0,3084150,4.79,36035,0,0,233740
20210701,15525,2,210,1.37,7058675,-978194,1029192,-50330,0,3048115,4.65,-50330,0,0,233740
20210630,15315,2,250,1.66,7067984,-1175375,1017854,218460,0,3098445,4.78,218460,0,0,233740
20210629,15065,2,140,0.94,7531773,-912348,855299,76438,0,2879985,4.40,76438,0,0,233740
20210628,14925,2,125,0.84,4624676,-191902,75731,109579,0,2803547,4.32,109579,0,0,233740
20210625,14800,5,-195,-1.30,6200263,399521,-354021,-66304,0,2693968,4.10,-66304,0,0,233740
20210624,14995,5,-150,-0.99,6547899,551883,-479992,-113100,0,2760272,4.17,-113100,52048,781,233740
20210623,15145,2,250,1.68,8028348,-939830,868961,113859,0,2873372,4.31,113859,0,0,233740
20210622,14895,5,-35,-0.23,6295427,164252,-199408,-8563,0,2759513,4.04,-8563,0,0,233740
20210621,14930,5,-100,-0.67,8073787,-120767,199312,-63228,0,2768076,3.97,-63228,0,0,233740
20210618,15030,2,640,4.45,11680592,-2991636,3116204,5032,0,2831304,4.10,5032,0,0,233740
20210617,14390,2,130,0.91,6700144,-626706,399572,230593,0,2826272,4.13,230593,0,0,233740
20210616,14260,5,-80,-0.56,5453794,261355,-303946,-4525,0,2595679,3.71,-4525,0,0,233740
20210615,14340,5,-110,-0.76,4912840,257598,-273833,2141,0,2600204,3.68,2141,0,0,233740
20210614,14450,2,330,2.34,6762309,-1051206,1083787,8749,0,2598063,3.61,8749,0,0,233740
20210611,14120,5,-5,-0.04,6088037,-91256,189165,-134581,0,2589314,3.60,-134581,0,0,233740
20210610,14125,2,515,3.78,10172550,-2759294,2699041,146181,0,2723895,3.79,146181,0,0,233740
20210609,13610,5,-355,-2.54,6577001,1354502,-1147504,-319763,0,2577714,3.59,-319763,0,0,233740
20210608,13965,2,105,0.76,6058196,-526273,252068,332172,0,2897477,4.07,332172,0,0,233740
20210607,13860,5,-60,-0.43,7690390,631572,-565080,-67348,0,2565305,3.61,-67348,0,0,233740
20210604,13920,5,-215,-1.52,6539737,339431,52138,-487970,0,2632653,3.75,-487970,0,0,233740
20210603,14135,2,295,2.13,7733773,-1910980,1919062,61366,0,3120623,4.38,61366,0,0,233740
20210602,13840,5,-325,-2.29,7028441,1322160,-572598,-759702,0,3059257,4.25,-759702,0,0,233740
20210601,14165,2,15,0.11,6345633,-631404,622904,-4854,0,3818959,5.23,-4854,0,0,233740
20210531,14150,2,110,0.78,6349555,-438270,567048,-126260,0,3823813,5.16,-126260,0,0,233740
20210528,14040,5,-35,-0.25,8219902,-550139,340198,245897,0,3950073,5.23,245897,0,0,233740
20210527,14075,2,235,1.70,8710348,-512090,350010,145152,0,3704176,4.80,145152,0,0,233740
20210526,13840,2,20,0.14,6911899,-602112,673173,-27880,0,3559024,4.73,-27880,0,0,233740
20210525,13820,2,455,3.40,9693431,-1607726,1370188,238884,0,3586904,4.83,238884,0,0,233740
20210524,13365,5,-530,-3.81,10253498,2004089,-1887261,-94359,0,3348020,4.44,-94359,0,0,233740
20210521,13895,5,-125,-0.89,11322298,305258,-537061,246853,0,3442379,4.51,246853,0,0,233740
20210520,14020,2,20,0.14,9459347,-518768,424054,92695,0,3195526,4.13,92695,0,0,233740
20210518,14000,2,330,2.41,10380511,-1032241,1047070,-68558,0,3102831,3.98,-68558,0,0,233740
20210517,13670,2,45,0.33,10942732,-511801,301394,195425,0,3171389,4.17,195425,0,0,233740
20210514,13625,2,575,4.41,11990979,-1855696,1365477,471853,0,2975964,4.01,471853,0,0,233740
20210513,13050,5,-410,-3.05,15213651,2304003,-1978074,-372519,0,2504111,3.46,-372519,0,0,233740
20210512,13460,5,-350,-2.53,12525648,1477707,-1721754,214469,0,2876630,3.89,214469,0,0,233740
20210511,13810,5,-675,-4.66,11798345,1786445,-1510222,-257722,0,2662161,3.53,-257722,0,0,233740
20210510,14485,2,575,4.13,10042839,-1802275,1495745,297349,0,2919883,3.96,297349,0,0,233740
20210507,13910,2,360,2.66,11435642,-1552463,1327453,236668,0,2622534,3.68,236668,0,0,233740
20210506,13550,5,-65,-0.48,12396822,660371,-697342,30784,0,2385866,3.50,30784,0,0,233740
20210504,13615,2,210,1.57,24980593,689980,-862576,158954,0,2355082,3.51,158954,0,0,233740
20210503,13405,5,-795,-5.60,18439637,3602709,-3632035,-503,0,2196128,3.34,-503,0,0,233740
20210430,14200,5,-185,-1.29,15629116,1380540,-1433511,-44505,0,2196631,3.44,-44505,0,0,233740
20210429,14385,5,-380,-2.57,14828401,960925,-938644,-38510,0,2241136,3.58,-38510,0,0,233740
20210428,14765,5,-905,-5.78,10057683,2903019,-2416257,-522775,0,2279646,3.67,-522775,0,0,233740
20210427,15670,5,-405,-2.52,6792937,1582610,-1508496,-74934,0,2802421,4.44,-74934,0,0,233740
20210426,16075,2,65,0.41,5601478,-198435,-386665,582493,0,2877355,4.59,582493,0,0,233740
20210423,16010,3,0,0.00,8871794,-349566,384057,-42579,0,2294862,3.76,-42579,0,0,233740
20210422,16010,2,60,0.38,7350940,-171659,213618,-39492,0,2337441,3.91,-39492,0,0,233740
20210421,15950,5,-440,-2.68,7490192,465176,-445417,-72216,0,2376933,3.88,-72216,0,0,233740
20210420,16390,5,-150,-0.91,7083756,763841,-791569,40184,0,2449149,3.90,40184,0,0,233740
20210419,16540,2,390,2.41,9032262,-1022841,1015209,19122,0,2408965,3.78,19122,0,0,233740
20210416,16150,2,230,1.44,7218467,-1230781,1232563,5035,0,2389843,3.69,5035,0,0,233740
20210415,15920,3,0,0.00,6731618,-233480,334709,-70519,0,2384808,3.58,-70519,0,0,233740
20210414,15920,2,60,0.38,8293176,-184896,163922,-59700,0,2455327,3.62,-59700,0,0,233740
20210413,15860,2,515,3.36,10849087,-1879897,1843926,56426,0,2515027,3.62,56426,0,0,233740
20210412,15345,2,300,1.99,7175671,-1170402,1190107,-27498,0,2458601,3.47,-27498,0,0,233740
20210409,15045,2,150,1.01,8280759,-1068435,1031812,50007,0,2486099,3.43,50007,0,0,233740
20210408,14895,2,380,2.62,6751831,-1898480,2006158,-8382,0,2436092,3.45,-8382,0,0,233740
20210407,14515,5,-5,-0.03,4393383,-301592,283683,-10651,0,2444474,3.50,-10651,0,0,233740
20210406,14520,5,-135,-0.92,5479840,672429,-683632,12546,0,2455125,3.58,12546,0,0,233740
20210405,14655,5,-180,-1.21,5663241,790016,-790582,-23370,0,2442579,3.48,-23370,0,0,233740
20210402,14835,5,-20,-0.13,6704020,541829,-647415,74263,0,2465949,3.56,74263,0,0,233740
20210401,14855,2,325,2.24,7361513,-1218290,1142084,143513,0,2391686,3.37,143513,0,0,233740
20210331,14530,5,-190,-1.29,6459126,533263,-515176,7942,0,2248173,3.22,7942,0,0,233740
20210330,14720,2,5,0.03,6446621,-46804,59440,-26546,0,2240231,3.27,-26546,0,0,233740
20210329,14715,5,-155,-1.04,7630360,559045,-572647,-3409,0,2266777,3.37,-3409,0,0,233740
20210326,14870,3,0,0.00,8632051,134291,-101676,-22449,0,2270186,3.32,-22449,0,0,233740
20210325,14870,5,-35,-0.23,10572216,-145755,29542,69443,0,2292635,3.28,69443,0,0,233740
20210324,14905,2,255,1.74,9688258,-740079,814314,-70459,0,2223192,3.22,-70459,0,0,233740
20210323,14650,5,-150,-1.01,9716643,23764,-50407,29349,0,2293651,3.35,29349,0,0,233740
20210322,14800,2,150,1.02,9717763,-492169,459206,53186,0,2264302,3.27,53186,0,0,233740
20210319,14650,5,-50,-0.34,8594902,-546222,566803,71125,0,2211116,3.14,71125,0,0,233740
20210318,14700,2,95,0.65,9041977,-86278,41393,38265,0,2139991,2.96,38265,0,0,233740
20210317,14605,2,30,0.21,9253868,-263873,247733,-1872,0,2101726,2.87,-1872,0,0,233740
20210316,14575,2,690,4.97,9965002,-1833175,1579152,242002,0,2103598,2.82,242002,0,0,233740
20210315,13885,5,-160,-1.14,7394470,-13790,286298,-269709,0,1861596,2.46,-269709,0,0,233740
20210312,14045,2,495,3.65,11774657,-2064312,2001317,113410,0,2131305,2.82,113410,0,0,233740
20210311,13550,2,550,4.23,8666906,-1166745,623226,520565,0,2017895,2.74,520565,0,0,233740
20210310,13000,5,-120,-0.91,11574512,-407073,315270,92575,0,1497330,2.07,92575,0,0,233740
20210309,13120,5,-140,-1.06,18071527,977391,-1000900,13058,0,1404755,1.90,13058,0,0,233740
20210308,13260,5,-660,-4.74,11056434,2588617,-2106792,-539761,0,1391697,1.93,-539761,0,0,233740
20210305,13920,2,50,0.36,16662239,-112245,307588,-207489,0,1931458,2.62,-207489,0,0,233740
20210304,13870,5,-210,-1.49,14384780,244315,-366546,112503,0,2138947,2.84,112503,0,0,233740
20210303,14080,2,250,1.81,11996624,-828677,780082,74158,0,2026444,2.73,74158,0,0,233740
20210302,13830,2,600,4.54,18230388,-2191847,1571631,621840,0,1952286,2.57,621840,0,0,233740
20210226,13230,5,-815,-5.80,15355567,1675564,-1073435,-646591,0,1330446,1.79,-646591,0,0,233740
20210225,14045,2,1140,8.83,14330826,-2834698,2167835,670609,0,1977037,2.72,670609,0,0,233740
20210224,12905,5,-840,-6.11,20772773,1995982,-1769095,-281952,0,1306428,1.85,-281952,0,0,233740
20210223,13745,5,-690,-4.78,14571665,2591210,-2536515,-606,0,1588380,2.25,-606,0,0,233740
20210222,14435,5,-580,-3.86,11392643,1640463,-1354442,-283824,0,1588986,2.23,-283824,0,0,233740
20210219,15015,2,40,0.27,13900772,513991,-441990,-72591,0,1872810,2.68,-72591,0,0,233740
20210218,14975,5,-345,-2.25,9172529,640327,-769522,103828,0,1945401,2.85,103828,0,0,233740
20210217,15320,5,-185,-1.19,8809730,566988,-543090,8358,0,1841573,2.74,8358,0,0,233740
20210216,15505,5,-565,-3.52,20680341,1862439,-1794851,-131704,0,1833215,2.69,-131704,0,0,233740
20210215,16070,2,530,3.41,10982461,-1224738,1264561,-49049,0,1964919,2.97,-49049,0,0,233740
20210210,15540,2,90,0.58,10040812,-98568,128998,89246,0,2013968,3.01,89246,0,0,233740
20210209,15450,5,-220,-1.40,10450396,929108,-816075,-103523,0,1924722,2.82,-103523,0,0,233740
20210208,15670,5,-230,-1.45,7991001,255787,-70219,-163189,0,2028245,3.01,-163189,0,0,233740
20210205,15900,2,100,0.63,13211078,-672430,672578,14896,0,2191434,3.19,14896,0,0,233740
20210204,15800,5,-405,-2.50,13962530,607539,-319574,-270688,0,2176538,3.11,-270688,0,0,233740
20210203,16205,2,125,0.78,16539692,-550847,456942,41543,0,2447226,3.40,41543,0,0,233740
20210202,16080,3,0,0.00,17107468,-247810,-87,242715,0,2405683,3.46,242715,0,0,233740
20210201,16080,2,1260,8.50,21094442,-3764963,3655363,117285,0,2162968,3.13,117285,0,0,233740
20210129,14820,5,-995,-6.29,25087147,3893097,-3407058,-518534,0,2045683,2.99,-518534,0,0,233740
20210128,15815,5,-655,-3.98,20696536,469579,-343426,-133666,0,2564217,3.69,-133666,0,0,233740
20210127,16470,5,-420,-2.49,18337179,1113824,-923367,-149014,0,2697883,3.78,-149014,0,0,233740
20210126,16890,5,-350,-2.03,23193769,285001,-352132,162914,0,2846897,3.91,162914,0,0,233740
20210125,17240,2,1050,6.49,16417546,-3248287,2545917,581560,0,2683983,3.75,581560,0,0,233740
20210122,16190,5,-125,-0.77,12777178,-886772,695668,200459,0,2102423,2.88,200459,0,0,233740
20210121,16315,5,-35,-0.21,15378463,858807,-498503,-361359,0,1901964,2.65,-361359,0,0,233740
20210120,16350,2,780,5.01,23779404,-2088434,1968970,123693,0,2263323,3.10,123693,0,0,233740
20210119,15570,2,435,2.87,21544007,-89792,-60693,158284,0,2139630,2.94,158284,0,0,233740
20210118,15135,5,-850,-5.32,19977301,300445,-251053,-65341,0,1981346,2.75,-65341,0,0,233740
20210115,15985,5,-745,-4.45,18883351,25639,-77343,28985,0,2046687,2.84,28985,0,0,233740
20210114,16730,5,-350,-2.05,18858629,2342708,-2175224,-125887,0,2017702,2.77,-125887,0,0,233740
20210113,17080,2,20,0.12,22711093,-1395983,1041836,367990,0,2143589,3.01,367990,0,0,233740
20210112,17060,5,-135,-0.79,30124826,-835060,798887,60492,0,1775599,2.45,60492,0,0,233740
20210111,17195,2,60,0.35,43165779,950611,-586055,-387398,0,1715107,2.40,-387398,0,0,233740
20210108,17135,2,205,1.21,24680746,-1456409,1171643,456512,0,2102505,2.89,456512,0,0,233740
20210107,16930,2,210,1.26,27893023,-245113,18480,601482,0,1645993,2.21,601482,0,0,233740
20210106,16720,5,-295,-1.73,27166491,-1130437,1599171,-279695,0,1044511,1.39,-279695,0,0,233740
20210105,17015,2,45,0.27,31484419,-1578040,1090821,527091,0,1324206,1.76,527091,0,0,233740
20210104,16970,5,-230,-1.34,22638677,587640,-515315,-247545,0,797115,1.04,-247545,0,0,233740
20201230,17200,2,75,0.44,33686289,242816,-138538,-244884,0,1044660,1.39,-244884,0,0,233740
20201229,17125,2,970,6.00,42568817,-5462510,4530215,942403,0,1289544,1.71,942403,0,0,233740
20201228,16155,2,305,1.92,38189502,3795974,-3412145,-479254,0,347141,0.46,-479254,0,0,233740
