date,close,sign,change,diff,volume,krx_0008,krx_0018,krx_0009,pgmvol,fsc_listing,fsc_sjrate,fsc_0009,gm_volume,gm_value
20221104,5515,2,10,0.18,38064666,-1173079,-572883,1602096,0,5416069,9.01,1602096,0,0
20221103,5505,2,75,1.38,39857199,953870,-670283,-469530,0,3813973,6.07,-469530,0,0
20221102,5430,2,40,0.74,27748415,1414079,-66475,-1353076,0,4283503,6.51,-1353076,0,0
20221101,5390,3,0,0.00,20591329,-3087123,2281312,828727,0,5636579,8.69,828727,0,0
20221031,5390,5,-85,-1.55,24056968,1128954,-302320,-867188,0,4807852,7.07,-867188,0,0
20221028,5475,2,80,1.48,36075152,-1404487,1124365,271612,0,5675040,8.60,271612,0,0
20221027,5395,5,-120,-2.18,29969962,1379815,-1044150,-233583,0,5403428,7.85,-233583,0,0
20221026,5515,2,25,0.46,41275323,-1167514,917346,784040,0,5637011,8.36,784040,0,0
20221025,5490,3,0,0.00,39112596,-414680,605600,-71050,0,4852971,7.42,-71050,0,0
20221024,5490,5,-190,-3.35,47688701,3179091,-2995036,-218127,0,4924021,7.10,-218127,0,0
20221021,5680,2,10,0.18,53090823,2527859,-3534526,869639,0,5142148,7.81,869639,0,0
20221020,5670,2,125,2.25,57506085,-3029039,2228105,358414,0,4272509,6.11,358414,0,0
20221019,5545,2,95,1.74,44741131,92836,95366,-306658,0,3914095,5.84,-306658,0,0
20221018,5450,5,-150,-2.68,45460863,557702,562395,-818551,0,4220753,6.79,-818551,0,0
20221017,5600,2,20,0.36,43291197,-1313989,608147,505656,0,5039304,7.97,505656,0,0
20221014,5580,5,-260,-4.45,49693707,4752719,-4982626,298099,0,4533648,7.76,298099,0,0
20221013,5840,2,130,2.28,38371165,517242,-678041,170803,0,4235549,6.94,170803,0,0
20221012,5710,5,-80,-1.38,47315835,1367551,-2380332,752396,0,4064746,6.33,752396,0,0
20221011,5790,2,225,4.04,37623926,-16468,1157287,-1466809,0,3312350,5.56,-1466809,0,0
20221007,5565,2,100,1.83,50630397,-2821437,2233843,599305,0,4779159,7.53,599305,0,0
20221006,5465,5,-180,-3.19,39683505,3690338,-3505009,9106,0,4179854,6.33,9106,0,0
20221005,5645,2,150,2.73,56474886,-2186192,3041693,-987323,0,4170748,6.17,-987323,0,0
20221004,5495,5,-235,-4.10,46607317,-309678,1461673,-672227,0,5158071,7.19,-672227,0,0
20220930,5730,2,50,0.88,88387249,-3632121,1895084,1697321,0,5830298,8.36,1697321,0,0
20220929,5680,5,-40,-0.70,61638283,602985,499345,-943164,0,4132977,5.56,-943164,0,0
20220928,5720,2,185,3.34,81767457,-721026,1350204,-535748,0,5076141,6.32,-535748,0,0
20220927,5535,5,-95,-1.69,70666255,-3076716,3032256,101705,0,5611889,6.52,101705,0,0
20220926,5630,2,220,4.07,59162529,-4599304,4095079,855938,0,5510184,6.67,855938,0,0
20220923,5410,2,155,2.95,39840365,-5009791,4718027,75094,0,4654246,5.44,75094,0,0
20220922,5255,2,20,0.38,47543320,282074,-447650,486734,0,4579152,5.14,486734,0,0
20220921,5235,2,60,1.16,46268544,-630202,806663,-262136,0,4092418,4.34,-262136,0,0
20220920,5175,5,-35,-0.67,32037288,-1969680,2434920,-460847,0,4354554,4.70,-460847,0,0
20220919,5210,2,85,1.66,35774288,-4232588,3659700,530020,0,4815401,4.94,530020,0,0
20220916,5125,2,80,1.59,36697765,491475,-474113,-125311,0,4285381,4.44,-125311,0,0
20220915,5045,2,35,0.70,31716801,-1415868,2761071,-1022587,0,4410692,4.34,-1022587,0,0
20220914,5010,2,175,3.62,37074276,-382508,2427806,-1683220,0,5433279,5.54,-1683220,0,0
20220913,4835,5,-145,-2.91,27801898,-4826417,4495525,1072797,0,7116499,7.41,1072797,0,0
20220908,4980,5,-130,-2.54,36319080,2640935,-3818020,995807,0,6043702,6.14,995807,0,0
20220907,5110,2,65,1.29,40358784,235381,-557912,521339,0,5047895,4.85,521339,0,0
20220906,5045,5,-25,-0.49,36339783,-1035308,2804162,-1440814,0,4526556,4.42,-1440814,0,0
20220905,5070,2,100,2.01,46609618,-5194988,3032767,1755092,0,5967370,5.95,1755092,0,0
20220902,4970,5,-5,-0.10,44845596,-88944,-737935,719613,0,4212278,4.35,719613,0,0
20220901,4975,2,140,2.90,49364741,1422035,-716579,-1464399,0,3492665,3.81,-1464399,0,0
20220831,4835,5,-60,-1.23,39560048,68915,-2165484,2051661,0,4957064,5.68,2051661,0,0
20220830,4895,5,-150,-2.97,45152570,5736789,-5095265,-842174,0,2905403,3.22,-842174,0,0
20220829,5045,2,165,3.38,40399868,2601068,-1654494,-1020110,0,3747577,3.98,-1020110,0,0
20220826,4880,2,70,1.46,26916590,-2757313,2234838,515618,0,4767687,5.19,515618,0,0
